"name@sourceA","locType@sourceA","address@sourceA","attraction_in@sourceB","no_of_attractions@sourceB","no_of_reviews@sourceB","url@sourceB","reviewComment@sourceB","activity_type@sourceB","rank@sourceB","max_rank@sourceB","attraction@sourceB","contact_no@sourceB","knownFor@sourceB","address@sourceB","pinCode@sourceB","address@sourceA","locType@sourceA","name@sourceA","activity_type@sourceB","address@sourceB","attraction@sourceB","attraction_in@sourceB","contact_no@sourceB","knownFor@sourceB","max_rank@sourceB","no_of_attractions@sourceB","no_of_reviews@sourceB","pinCode@sourceB","rank@sourceB","reviewComment@sourceB","url@sourceB","Confidence"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or930-Maritime_Museum_of_San_Diego-San_Diego_California.html","Cheap entertainment and well worth every penny  We were able to tour the museum as part of our ticket purchase on the America (whale watching trip). Our boys (6 and 9) loved going through each ship/boat/submarine that were a... read more Reviewed March 20, 2012 JWashburn , Fort Collins, Colorado","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Museums , Sights & Landmarks","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Museums , Sights & Landmarks","416","5272","1171","92101-3309","17","Cheap entertainment and well worth every penny  We were able to tour the museum as part of our ticket purchase on the America (whale watching trip). Our boys (6 and 9) loved going through each ship/boat/submarine that were a... read more Reviewed March 20, 2012 JWashburn , Fort Collins, Colorado","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or930-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or940-Maritime_Museum_of_San_Diego-San_Diego_California.html","Maritime Museum  If you like ships, you will enjoy these historic ships at the waterfront. Make a day of it and visit the USS Midway a few blocks away @ the Old Navy Pier. Reviewed March 6, 2012 Mike K , Grande Prairie, Alberta, Canada","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Museums , Sights & Landmarks","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Museums , Sights & Landmarks","416","5272","1171","92101-3309","17","Maritime Museum  If you like ships, you will enjoy these historic ships at the waterfront. Make a day of it and visit the USS Midway a few blocks away @ the Old Navy Pier. Reviewed March 6, 2012 Mike K , Grande Prairie, Alberta, Canada","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or940-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or90-Maritime_Museum_of_San_Diego-San_Diego_California.html","Be sure to take the 45 min. cruise for $5  The museum itself is interesting, with many models and facts about the maritime industry, and there are several different types of ships to board and tour, including a Russian... read more Reviewed July 10, 2016 picturegal , Atlanta, Georgia","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","Be sure to take the 45 min. cruise for $5  The museum itself is interesting, with many models and facts about the maritime industry, and there are several different types of ships to board and tour, including a Russian... read more Reviewed July 10, 2016 picturegal , Atlanta, Georgia","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or90-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or920-Maritime_Museum_of_San_Diego-San_Diego_California.html","Really cool!  You get entry to several historic ships for $15. They were all very interesting but I think my favourite was the Russian Cold-War era Nuclear submarine. Reviewed March 29, 2012 Sophie A , Tucson, Arizona, United States","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","Really cool!  You get entry to several historic ships for $15. They were all very interesting but I think my favourite was the Russian Cold-War era Nuclear submarine. Reviewed March 29, 2012 Sophie A , Tucson, Arizona, United States","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or920-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or100-Maritime_Museum_of_San_Diego-San_Diego_California.html","Worth Every Penny  Great value -Lots to explore for all ages. Where else can you see classic sailing vessels, both American and Russian submarines, and some great history. The displays are well... read more Reviewed June 24, 2016 wadleyfla , Oviedo, Florida via mobile","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Museums , Sights & Landmarks","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Museums , Sights & Landmarks","416","5272","1171","92101-3309","17","Worth Every Penny  Great value -Lots to explore for all ages. Where else can you see classic sailing vessels, both American and Russian submarines, and some great history. The displays are well... read more Reviewed June 24, 2016 wadleyfla , Oviedo, Florida via mobile","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or100-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or910-Maritime_Museum_of_San_Diego-San_Diego_California.html","Maritime Museum  You get alot for your money when you go to the maritime museum, it so interesting going through the old submarines, and of course The Star of India, they really have alot for the... read more Reviewed April 18, 2012 Wendy_PLaMesa , La Mesa","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","Maritime Museum  You get alot for your money when you go to the maritime museum, it so interesting going through the old submarines, and of course The Star of India, they really have alot for the... read more Reviewed April 18, 2012 Wendy_PLaMesa , La Mesa","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or910-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or900-Maritime_Museum_of_San_Diego-San_Diego_California.html","If you like ships, dont miss this. If you dont, you will after this.  The museum has a small but wonderful collection of ships, and a small but fine gallery of ship models. One of the ships is HMS Surprise, star of Master and Commander. You can... read more Reviewed May 12, 2012 Coltbridge","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","If you like ships, dont miss this. If you dont, you will after this.  The museum has a small but wonderful collection of ships, and a small but fine gallery of ship models. One of the ships is HMS Surprise, star of Master and Commander. You can... read more Reviewed May 12, 2012 Coltbridge","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or900-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or110-Maritime_Museum_of_San_Diego-San_Diego_California.html","San Diego Landmark  San Diego maritime history at it's finest, great teachers and knowledgeable staff, food venders, limited parking, comfortable shoes, all weather fun for all ages. Greatest variety... read more Reviewed June 9, 2016 Winrow1 , San Diego, California","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","San Diego Landmark  San Diego maritime history at it's finest, great teachers and knowledgeable staff, food venders, limited parking, comfortable shoes, all weather fun for all ages. Greatest variety... read more Reviewed June 9, 2016 Winrow1 , San Diego, California","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or110-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or890-Maritime_Museum_of_San_Diego-San_Diego_California.html","Cool ships, wish there were audio/guided tours  Great to see so many different ships and submarines in one visit. I wish there were some sort of audio tours or 20-minute guided tours. There are posters and signage but reading... read more Reviewed May 22, 2012 BlueEyes777 , New York City, New York","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","Cool ships, wish there were audio/guided tours  Great to see so many different ships and submarines in one visit. I wish there were some sort of audio tours or 20-minute guided tours. There are posters and signage but reading... read more Reviewed May 22, 2012 BlueEyes777 , New York City, New York","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or890-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
"maritime museum of san diego","museum","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","San Diego","5272","1171","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or870-Maritime_Museum_of_San_Diego-San_Diego_California.html","Fun for children and adults  We loved the ships and the bay cruise ($3/person with paid admission for 45min narrated). We explored 7 boats and looked at 5 more. The children enjoyed the rope making and... read more Reviewed June 26, 2012 Gemin","things to do","17","416","Maritime Museum of San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","1492 N Harbor Dr , San Diego , CA 92101-3309","92101-3309","Maritime Museum of San Diego, North Harbor Drive, Hillcrest, San Diego, San Diego County, California, 92106, United States of America","museum","maritime museum of san diego","things to do","1492 N Harbor Dr , San Diego , CA 92101-3309","Maritime Museum of San Diego","San Diego","6192349153","Ships , Specialty Museums , Sights & Landmarks , Museums","416","5272","1171","92101-3309","17","Fun for children and adults  We loved the ships and the bay cruise ($3/person with paid admission for 45min narrated). We explored 7 boats and looked at 5 more. The children enjoyed the rope making and... read more Reviewed June 26, 2012 Gemin","https://www.tripadvisor.com/Attraction_Review-g60750-d104128-Reviews-or870-Maritime_Museum_of_San_Diego-San_Diego_California.html","100"
